[15:24:27 | 16-02-2025] Last Claim Point: 16/02/2025 04:24:01
[19:39:58 | 16-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:39:58 | 16-02-2025] Node Points: 25145
[19:39:58 | 16-02-2025] Last Claim Point: 16/02/2025 04:24:01
[03:21:27 | 17-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:21:27 | 17-02-2025] Node Points: 25145
[03:21:27 | 17-02-2025] Last Claim Point: 16/02/2025 04:24:01
[08:45:06 | 17-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:45:06 | 17-02-2025] Node Points: 25145
[08:45:06 | 17-02-2025] Last Claim Point: 16/02/2025 04:24:01
[11:25:48 | 17-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:25:48 | 17-02-2025] Node Points: 25145
[11:25:48 | 17-02-2025] Last Claim Point: 16/02/2025 04:24:01
[11:25:49 | 17-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:25:50 | 17-02-2025] 🚨 Failed to start node for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131: [object Object]
[15:28:53 | 17-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:28:53 | 17-02-2025] Node Points: 49744
[15:28:53 | 17-02-2025] Last Claim Point: 17/02/2025 04:25:49
[19:42:52 | 17-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:42:52 | 17-02-2025] Node Points: 49744
[19:42:52 | 17-02-2025] Last Claim Point: 17/02/2025 04:25:49
[23:26:47 | 17-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:26:47 | 17-02-2025] Node Points: 49744
[23:26:47 | 17-02-2025] Last Claim Point: 17/02/2025 04:25:49
[03:22:28 | 18-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:22:28 | 18-02-2025] Node Points: 49744
[03:22:28 | 18-02-2025] Last Claim Point: 17/02/2025 04:25:49
[08:41:16 | 18-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:41:16 | 18-02-2025] Node Points: 49744
[08:41:16 | 18-02-2025] Last Claim Point: 17/02/2025 04:25:49
[11:25:19 | 18-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:25:19 | 18-02-2025] Node Points: 49744
[11:25:19 | 18-02-2025] Last Claim Point: 17/02/2025 04:25:49
[15:27:25 | 18-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:27:25 | 18-02-2025] Node Points: 49744
[15:27:25 | 18-02-2025] Last Claim Point: 17/02/2025 04:25:49
[15:27:26 | 18-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:27:26 | 18-02-2025] ✅ Node started for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:40:40 | 18-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:40:40 | 18-02-2025] Node Points: 50244
[19:40:40 | 18-02-2025] Last Claim Point: 18/02/2025 08:27:25
[23:27:54 | 18-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:27:54 | 18-02-2025] Node Points: 50244
[23:27:54 | 18-02-2025] Last Claim Point: 18/02/2025 08:27:25
[03:22:17 | 19-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:22:17 | 19-02-2025] Node Points: 50244
[03:22:17 | 19-02-2025] Last Claim Point: 18/02/2025 08:27:25
[08:42:07 | 19-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:42:07 | 19-02-2025] Node Points: 50244
[08:42:07 | 19-02-2025] Last Claim Point: 18/02/2025 08:27:25
[11:26:36 | 19-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:26:36 | 19-02-2025] Node Points: 50244
[11:26:36 | 19-02-2025] Last Claim Point: 18/02/2025 08:27:25
[15:28:00 | 19-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:28:00 | 19-02-2025] Node Points: 50244
[15:28:00 | 19-02-2025] Last Claim Point: 18/02/2025 08:27:25
[15:28:01 | 19-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:28:02 | 19-02-2025] 🚨 Failed to start node for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131: [object Object]
[23:26:34 | 19-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:26:34 | 19-02-2025] Node Points: 74787
[23:26:34 | 19-02-2025] Last Claim Point: 19/02/2025 08:28:01
[03:23:27 | 20-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:23:27 | 20-02-2025] Node Points: 74787
[03:23:27 | 20-02-2025] Last Claim Point: 19/02/2025 08:28:01
[08:42:31 | 20-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:42:31 | 20-02-2025] Node Points: 74787
[08:42:31 | 20-02-2025] Last Claim Point: 19/02/2025 08:28:01
[11:25:12 | 20-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:25:12 | 20-02-2025] Node Points: 74787
[11:25:12 | 20-02-2025] Last Claim Point: 19/02/2025 08:28:01
[15:27:38 | 20-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:27:38 | 20-02-2025] Node Points: 74787
[15:27:38 | 20-02-2025] Last Claim Point: 19/02/2025 08:28:01
[19:42:23 | 20-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:42:23 | 20-02-2025] Node Points: 74787
[19:42:23 | 20-02-2025] Last Claim Point: 19/02/2025 08:28:01
[19:42:24 | 20-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:42:25 | 20-02-2025] ✅ Node started for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:28:37 | 20-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:28:37 | 20-02-2025] Node Points: 100287
[23:28:37 | 20-02-2025] Last Claim Point: 20/02/2025 12:42:24
[03:23:19 | 21-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:23:19 | 21-02-2025] Node Points: 100287
[03:23:19 | 21-02-2025] Last Claim Point: 20/02/2025 12:42:24
[08:42:52 | 21-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:42:52 | 21-02-2025] Node Points: 100287
[08:42:52 | 21-02-2025] Last Claim Point: 20/02/2025 12:42:24
[11:26:33 | 21-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:26:33 | 21-02-2025] Node Points: 100287
[11:26:33 | 21-02-2025] Last Claim Point: 20/02/2025 12:42:24
[15:26:53 | 21-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:26:53 | 21-02-2025] Node Points: 100287
[15:26:53 | 21-02-2025] Last Claim Point: 20/02/2025 12:42:24
[19:41:41 | 21-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:41:41 | 21-02-2025] Node Points: 100287
[19:41:41 | 21-02-2025] Last Claim Point: 20/02/2025 12:42:24
[03:22:20 | 22-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:22:20 | 22-02-2025] Node Points: 100287
[03:22:20 | 22-02-2025] Last Claim Point: 20/02/2025 12:42:24
[03:22:21 | 22-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:22:22 | 22-02-2025] 🚨 Failed to start node for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131: [object Object]
[08:39:21 | 22-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:39:21 | 22-02-2025] Node Points: 132580
[08:39:21 | 22-02-2025] Last Claim Point: 21/02/2025 20:22:21
[11:26:03 | 22-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:26:03 | 22-02-2025] Node Points: 132580
[11:26:03 | 22-02-2025] Last Claim Point: 21/02/2025 20:22:21
[15:24:07 | 22-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:24:07 | 22-02-2025] Node Points: 132580
[15:24:07 | 22-02-2025] Last Claim Point: 21/02/2025 20:22:21
[19:37:25 | 22-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:37:25 | 22-02-2025] Node Points: 132580
[19:37:25 | 22-02-2025] Last Claim Point: 21/02/2025 20:22:21
[23:23:49 | 22-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:23:49 | 22-02-2025] Node Points: 132580
[23:23:49 | 22-02-2025] Last Claim Point: 21/02/2025 20:22:21
[03:20:36 | 23-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:20:36 | 23-02-2025] Node Points: 132580
[03:20:36 | 23-02-2025] Last Claim Point: 21/02/2025 20:22:21
[08:48:10 | 23-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:48:10 | 23-02-2025] Node Points: 132580
[08:48:10 | 23-02-2025] Last Claim Point: 21/02/2025 20:22:21
[08:48:11 | 23-02-2025] 🚨 Failed to claim points for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131: [object Object]
[08:48:11 | 23-02-2025] ✅ Node started for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:25:14 | 23-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:25:14 | 23-02-2025] Node Points: 132580
[11:25:14 | 23-02-2025] Last Claim Point: 21/02/2025 20:22:21
[11:25:15 | 23-02-2025] 🚨 Failed to claim points for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131: [object Object]
[11:25:16 | 23-02-2025] 🚨 Failed to start node for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131: [object Object]
[15:25:40 | 23-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:25:40 | 23-02-2025] Node Points: 132580
[15:25:40 | 23-02-2025] Last Claim Point: 21/02/2025 20:22:21
[15:25:41 | 23-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:25:42 | 23-02-2025] 🚨 Failed to start node for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131: [object Object]
[19:38:30 | 23-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:38:30 | 23-02-2025] Node Points: 133080
[19:38:30 | 23-02-2025] Last Claim Point: 23/02/2025 08:25:41
[23:23:36 | 23-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:23:36 | 23-02-2025] Node Points: 133080
[23:23:36 | 23-02-2025] Last Claim Point: 23/02/2025 08:25:41
[03:21:09 | 24-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:21:09 | 24-02-2025] Node Points: 133080
[03:21:09 | 24-02-2025] Last Claim Point: 23/02/2025 08:25:41
[11:25:39 | 24-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:25:39 | 24-02-2025] Node Points: 157110
[11:25:39 | 24-02-2025] Last Claim Point: 23/02/2025 08:25:41
[15:28:32 | 24-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:28:32 | 24-02-2025] Node Points: 157110
[15:28:32 | 24-02-2025] Last Claim Point: 23/02/2025 08:25:41
[15:28:33 | 24-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:28:34 | 24-02-2025] ✅ Node started for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:43:38 | 24-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:43:38 | 24-02-2025] Node Points: 157610
[19:43:38 | 24-02-2025] Last Claim Point: 24/02/2025 08:28:33
[23:28:33 | 24-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:28:33 | 24-02-2025] Node Points: 157610
[23:28:33 | 24-02-2025] Last Claim Point: 24/02/2025 08:28:33
[08:44:35 | 25-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:44:35 | 25-02-2025] Node Points: 157610
[08:44:35 | 25-02-2025] Last Claim Point: 24/02/2025 08:28:33
[15:28:13 | 25-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:28:13 | 25-02-2025] Node Points: 157610
[15:28:13 | 25-02-2025] Last Claim Point: 24/02/2025 08:28:33
[19:43:06 | 25-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:43:06 | 25-02-2025] Node Points: 181634
[19:43:06 | 25-02-2025] Last Claim Point: 24/02/2025 08:28:33
[19:43:08 | 25-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:43:14 | 25-02-2025] ✅ Node started for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:28:14 | 25-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:28:14 | 25-02-2025] Node Points: 182134
[23:28:14 | 25-02-2025] Last Claim Point: 25/02/2025 12:43:07
[03:23:38 | 26-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:23:38 | 26-02-2025] Node Points: 182134
[03:23:38 | 26-02-2025] Last Claim Point: 25/02/2025 12:43:07
[08:44:00 | 26-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:44:00 | 26-02-2025] Node Points: 182134
[08:44:00 | 26-02-2025] Last Claim Point: 25/02/2025 12:43:07
[11:27:09 | 26-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:27:09 | 26-02-2025] Node Points: 182134
[11:27:09 | 26-02-2025] Last Claim Point: 25/02/2025 12:43:07
[15:28:32 | 26-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:28:32 | 26-02-2025] Node Points: 182134
[15:28:32 | 26-02-2025] Last Claim Point: 25/02/2025 12:43:07
[19:43:13 | 26-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:43:13 | 26-02-2025] Node Points: 182134
[19:43:13 | 26-02-2025] Last Claim Point: 25/02/2025 12:43:07
[19:43:15 | 26-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:43:18 | 26-02-2025] 🚨 Failed to start node for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131: [object Object]
[23:28:06 | 26-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:28:06 | 26-02-2025] Node Points: 206748
[23:28:06 | 26-02-2025] Last Claim Point: 26/02/2025 12:43:15
[08:44:41 | 27-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:44:41 | 27-02-2025] Node Points: 206748
[08:44:41 | 27-02-2025] Last Claim Point: 26/02/2025 12:43:15
[11:25:37 | 27-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:25:37 | 27-02-2025] Node Points: 206748
[11:25:37 | 27-02-2025] Last Claim Point: 26/02/2025 12:43:15
[15:27:52 | 27-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:27:52 | 27-02-2025] Node Points: 206748
[15:27:52 | 27-02-2025] Last Claim Point: 26/02/2025 12:43:15
[23:28:51 | 27-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:28:51 | 27-02-2025] Node Points: 206748
[23:28:51 | 27-02-2025] Last Claim Point: 26/02/2025 12:43:15
[23:28:52 | 27-02-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:28:54 | 27-02-2025] ✅ Node started for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:23:47 | 28-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:23:47 | 28-02-2025] Node Points: 207248
[03:23:47 | 28-02-2025] Last Claim Point: 27/02/2025 16:28:52
[11:26:12 | 28-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[11:26:12 | 28-02-2025] Node Points: 207248
[11:26:12 | 28-02-2025] Last Claim Point: 27/02/2025 16:28:52
[15:27:24 | 28-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[15:27:24 | 28-02-2025] Node Points: 207248
[15:27:24 | 28-02-2025] Last Claim Point: 27/02/2025 16:28:52
[19:41:58 | 28-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:41:58 | 28-02-2025] Node Points: 207248
[19:41:58 | 28-02-2025] Last Claim Point: 27/02/2025 16:28:52
[23:27:35 | 28-02-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[23:27:35 | 28-02-2025] Node Points: 207248
[23:27:35 | 28-02-2025] Last Claim Point: 27/02/2025 16:28:52
[03:23:32 | 01-03-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:23:32 | 01-03-2025] Node Points: 231266
[03:23:32 | 01-03-2025] Last Claim Point: 27/02/2025 16:28:52
[03:23:33 | 01-03-2025] ✅ Points claimed for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[03:23:34 | 01-03-2025] ✅ Node started for 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:50:42 | 01-03-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[08:50:42 | 01-03-2025] Node Points: 281766
[08:50:42 | 01-03-2025] Last Claim Point: 28/02/2025 20:23:33
[19:39:14 | 01-03-2025] Wallet Address: 0x7294f4924Ea3ad681Dc042068fff7823fE4E1131
[19:39:14 | 01-03-2025] Node Points: 281766
[19:39:14 | 01-03-2025] Last Claim Point: 28/02/2025 20:23:33
